schema_name,table_name,column_name,Dtype,nb_rows,null_count,percentage,key2,target,target_label,example,comments
mimiciii,chartevents_4,icustay_id,integer,1442406.0,14.424060685106088,99.9989999999525,chartevents_fk_icustay_id,icustays,icustay_id,"[263738, 229441, 216859, 211552, 232669]",
mimiciii,chartevents_4,itemid,integer,1442406.0,0.0,100.0,chartevents_fk_itemid,d_items,itemid,[31],
mimiciii,chartevents_4,charttime,timestamp without time zone,1442406.0,0.0,100.0,,,,"[numpy.datetime64('2167-01-11T05:00:00.000000000'), numpy.datetime64('2178-04-16T13:00:00.000000000'), numpy.datetime64('2135-02-01T14:00:00.000000000'), numpy.datetime64('2101-10-23T01:00:00.000000000'), numpy.datetime64('2104-08-12T09:00:00.000000000')]",
mimiciii,chartevents_4,storetime,timestamp without time zone,1442406.0,0.0,100.0,,,,"[numpy.datetime64('2167-01-11T05:07:00.000000000'), numpy.datetime64('2178-04-16T13:08:00.000000000'), numpy.datetime64('2135-02-01T17:38:00.000000000'), numpy.datetime64('2101-10-23T01:08:00.000000000'), numpy.datetime64('2104-08-12T09:07:00.000000000')]",
mimiciii,chartevents_4,cgid,integer,1442406.0,0.0,100.0,chartevents_fk_cgid,caregivers,cgid,"[20971, 20117, 19014, 15225, 17609]",
mimiciii,chartevents_4,value,character varying,1442406.0,9.616039897010197,99.99933333334046,,,,"['Bedrest', 'Chair']",
mimiciii,chartevents_4,valuenum,double precision,1442406.0,14424.06,99.0,,,,[None],
mimiciii,chartevents_4,valueuom,character varying,1442406.0,14424.06,99.0,,,,[None],
mimiciii,chartevents_4,warning,integer,1442406.0,14424.06,99.0,,,,[None],
mimiciii,chartevents_4,error,integer,1442406.0,14424.06,99.0,,,,[None],
mimiciii,chartevents_4,resultstatus,character varying,1442406.0,14424.06,99.0,,,,[None],
mimiciii,chartevents_4,stopped,character varying,1442406.0,0.0,100.0,,,,['NotStopd'],
mimiciii,chartevents_5,row_id,integer,878442.0,0.0,100.0,,,,"[34335416, 34324715, 34348630, 34306348, 34330240]",
mimiciii,chartevents_5,subject_id,integer,878442.0,0.0,100.0,chartevents_fk_subject_id,patients,subject_id,"[13, 11, 21, 3, 12]",
mimiciii,chartevents_5,hadm_id,integer,878442.0,0.0,100.0,chartevents_fk_hadm_id,admissions,hadm_id,"[143045, 194540, 111970, 145834, 112213]",
mimiciii,chartevents_5,icustay_id,integer,878442.0,3.806582010362763,99.99956666666549,chartevents_fk_icustay_id,icustays,icustay_id,"[263738, 229441, 216859, 211552, 232669]",
mimiciii,chartevents_5,itemid,integer,878442.0,0.0,100.0,chartevents_fk_itemid,d_items,itemid,[32],
mimiciii,chartevents_5,charttime,timestamp without time zone,878442.0,0.0,100.0,,,,"[numpy.datetime64('2167-01-11T05:00:00.000000000'), numpy.datetime64('2178-04-16T13:00:00.000000000'), numpy.datetime64('2135-02-01T14:00:00.000000000'), numpy.datetime64('2101-10-23T01:00:00.000000000'), numpy.datetime64('2104-08-12T09:00:00.000000000')]",
mimiciii,chartevents_5,storetime,timestamp without time zone,878442.0,0.0,100.0,,,,"[numpy.datetime64('2167-01-11T05:07:00.000000000'), numpy.datetime64('2178-04-16T13:08:00.000000000'), numpy.datetime64('2135-02-01T17:38:00.000000000'), numpy.datetime64('2101-10-23T01:08:00.000000000'), numpy.datetime64('2104-08-12T09:07:00.000000000')]",
mimiciii,chartevents_5,cgid,integer,878442.0,0.0,100.0,chartevents_fk_cgid,caregivers,cgid,"[20971, 20117, 19014, 15225, 17609]",
mimiciii,chartevents_5,value,character varying,878442.0,4.099396109490772,99.99953333332087,,,,['Tolerated Well'],
mimiciii,chartevents_5,valuenum,double precision,878442.0,8784.42,99.0,,,,[None],
mimiciii,chartevents_5,valueuom,character varying,878442.0,8784.42,99.0,,,,[None],
mimiciii,chartevents_5,warning,integer,878442.0,8784.42,99.0,,,,[None],
mimiciii,chartevents_5,error,integer,878442.0,8784.42,99.0,,,,[None],
mimiciii,chartevents_5,resultstatus,character varying,878442.0,8784.42,99.0,,,,[None],
mimiciii,chartevents_5,stopped,character varying,878442.0,0.0,100.0,,,,['NotStopd'],
mimiciii,chartevents_6,row_id,integer,1659172.0,0.0,100.0,,,,"[34359355, 34316002, 34316003, 34317090, 34317091]",
mimiciii,chartevents_6,subject_id,integer,1659172.0,0.0,100.0,chartevents_fk_subject_id,patients,subject_id,"[26, 9]",
mimiciii,chartevents_6,hadm_id,integer,1659172.0,0.0,100.0,chartevents_fk_hadm_id,admissions,hadm_id,"[197661, 150750]",
mimiciii,chartevents_6,icustay_id,integer,1659172.0,27.65286733626388,99.99833333329298,chartevents_fk_icustay_id,icustays,icustay_id,"[244882, 220597]",
mimiciii,chartevents_6,itemid,integer,1659172.0,0.0,100.0,chartevents_fk_itemid,d_items,itemid,"[47, 39, 40]",
mimiciii,chartevents_6,charttime,timestamp without time zone,1659172.0,0.0,100.0,,,,"[numpy.datetime64('2126-05-09T05:00:00.000000000'), numpy.datetime64('2149-11-11T00:00:00.000000000'), numpy.datetime64('2149-11-11T20:00:00.000000000')]",
mimiciii,chartevents_6,storetime,timestamp without time zone,1659172.0,0.0,100.0,,,,"[numpy.datetime64('2126-05-09T05:41:00.000000000'), numpy.datetime64('2149-11-10T23:31:00.000000000'), numpy.datetime64('2149-11-11T20:02:00.000000000')]",
mimiciii,chartevents_6,cgid,integer,1659172.0,0.0,100.0,chartevents_fk_cgid,caregivers,cgid,"[19429, 17398]",
mimiciii,chartevents_6,value,character varying,1659172.0,215.6923644502461,99.98699999973176,,,,"['R Femoral', '7.5 mm', 'Endotracheal']",
mimiciii,chartevents_6,valuenum,double precision,1659172.0,16589.50773321867,99.00013333559036,,,,[None],
mimiciii,chartevents_6,valueuom,character varying,1659172.0,16589.50773321867,99.00013333559036,,,,[None],
mimiciii,chartevents_6,warning,integer,1659172.0,16591.72,99.0,,,,[None],
mimiciii,chartevents_6,error,integer,1659172.0,16591.72,99.0,,,,[None],
mimiciii,chartevents_6,resultstatus,character varying,1659172.0,16591.72,99.0,,,,[None],
mimiciii,chartevents_6,stopped,character varying,1659172.0,0.0,100.0,,,,['NotStopd'],
mimiciii,chartevents_7,row_id,integer,636690.0,0.0,100.0,,,,"[193235081, 193235097, 193235111, 193235124, 193235136]",
mimiciii,chartevents_7,subject_id,integer,636690.0,0.0,100.0,chartevents_fk_subject_id,patients,subject_id,[103],
mimiciii,chartevents_7,hadm_id,integer,636690.0,0.0,100.0,chartevents_fk_hadm_id,admissions,hadm_id,"[130744, 133550]",
mimiciii,chartevents_7,icustay_id,integer,636690.0,2.7589900075108744,99.99956666666549,chartevents_fk_icustay_id,icustays,icustay_id,"[212246, 299890]",
mimiciii,chartevents_7,itemid,integer,636690.0,0.0,100.0,chartevents_fk_itemid,d_items,itemid,[49],
mimiciii,chartevents_7,charttime,timestamp without time zone,636690.0,0.0,100.0,,,,"[numpy.datetime64('2144-08-15T14:00:00.000000000'), numpy.datetime64('2144-08-31T01:00:00.000000000'), numpy.datetime64('2144-08-31T04:00:00.000000000'), numpy.datetime64('2144-08-31T07:00:00.000000000'), numpy.datetime64('2144-08-31T11:00:00.000000000')]",
mimiciii,chartevents_7,storetime,timestamp without time zone,636690.0,0.0,100.0,,,,"[numpy.datetime64('2144-08-15T15:15:00.000000000'), numpy.datetime64('2144-08-31T04:09:00.000000000'), numpy.datetime64('2144-08-31T07:23:00.000000000'), numpy.datetime64('2144-08-31T10:42:00.000000000')]",
mimiciii,chartevents_7,cgid,integer,636690.0,0.0,100.0,chartevents_fk_cgid,caregivers,cgid,"[15997, 17454, 17472, 19610]",
mimiciii,chartevents_7,value,character varying,636690.0,66.00353251732886,99.98963333293796,,,,['Compress Sleeves'],
mimiciii,chartevents_7,valuenum,double precision,636690.0,6366.9,99.0,,,,[None],
mimiciii,chartevents_7,valueuom,character varying,636690.0,6366.9,99.0,,,,[None],
mimiciii,chartevents_7,warning,integer,636690.0,6366.9,99.0,,,,[None],
mimiciii,chartevents_7,error,integer,636690.0,6366.9,99.0,,,,[None],
mimiciii,chartevents_7,resultstatus,character varying,636690.0,6366.9,99.0,,,,[None],
mimiciii,chartevents_7,stopped,character varying,636690.0,0.0,100.0,,,,['NotStopd'],
mimiciii,chartevents_8,row_id,integer,285028.0,0.0,100.0,,,,"[34320606, 34327775, 34325789, 34354352, 34319716]",
mimiciii,chartevents_8,subject_id,integer,285028.0,0.0,100.0,chartevents_fk_subject_id,patients,subject_id,"[9, 12, 23]",
mimiciii,chartevents_8,hadm_id,integer,285028.0,0.0,100.0,chartevents_fk_hadm_id,admissions,hadm_id,"[150750, 112213, 152223]",
mimiciii,chartevents_8,icustay_id,integer,285028.0,0.7600746751169208,99.99973333333035,chartevents_fk_icustay_id,icustays,icustay_id,"[220597, 232669, 227807]",
mimiciii,chartevents_8,itemid,integer,285028.0,0.0,100.0,chartevents_fk_itemid,d_items,itemid,[50],
mimiciii,chartevents_8,charttime,timestamp without time zone,285028.0,0.0,100.0,,,,"[numpy.datetime64('2149-11-14T12:00:00.000000000'), numpy.datetime64('2104-08-10T00:00:00.000000000'), numpy.datetime64('2104-08-08T04:20:00.000000000'), numpy.datetime64('2153-09-03T16:30:00.000000000'), numpy.datetime64('2149-11-13T17:00:00.000000000')]",
mimiciii,chartevents_8,storetime,timestamp without time zone,285028.0,0.0,100.0,,,,"[numpy.datetime64('2149-11-14T11:58:00.000000000'), numpy.datetime64('2104-08-09T23:59:00.000000000'), numpy.datetime64('2104-08-08T04:21:00.000000000'), numpy.datetime64('2153-09-03T16:39:00.000000000'), numpy.datetime64('2149-11-13T16:45:00.000000000')]",
mimiciii,chartevents_8,cgid,integer,285028.0,0.0,100.0,chartevents_fk_cgid,caregivers,cgid,"[19585, 19653, 20803, 17738]",
mimiciii,chartevents_8,value,character varying,285028.0,31.448088117204605,99.98896666709335,,,,['20'],
mimiciii,chartevents_8,valuenum,double precision,285028.0,26.412595810592176,99.990733332932,,,,[20.0],
mimiciii,chartevents_8,valueuom,character varying,285028.0,2850.28,98.99999999999999,,,,[None],
mimiciii,chartevents_8,warning,integer,285028.0,2850.28,98.99999999999999,,,,[None],
mimiciii,chartevents_8,error,integer,285028.0,2850.28,98.99999999999999,,,,[None],
mimiciii,chartevents_8,resultstatus,character varying,285028.0,2850.28,98.99999999999999,,,,[None],
mimiciii,chartevents_8,stopped,character varying,285028.0,0.0,100.0,,,,['NotStopd'],
mimiciii,chartevents_9,row_id,integer,2096678.0,0.0,100.0,,,,"[193235082, 193235084, 193285543, 193285548, 193285554]",
mimiciii,chartevents_9,subject_id,integer,2096678.0,0.0,100.0,chartevents_fk_subject_id,patients,subject_id,"[103, 145]",
mimiciii,chartevents_9,hadm_id,integer,2096678.0,0.0,100.0,chartevents_fk_hadm_id,admissions,hadm_id,"[130744, 198161]",
mimiciii,chartevents_9,icustay_id,integer,2096678.0,20.96678099586861,99.99899999995249,chartevents_fk_icustay_id,icustays,icustay_id,"[212246, 226841]",
mimiciii,chartevents_9,itemid,integer,2096678.0,0.0,100.0,chartevents_fk_itemid,d_items,itemid,[51],
mimiciii,chartevents_9,charttime,timestamp without time zone,2096678.0,0.0,100.0,,,,"[numpy.datetime64('2144-08-15T14:00:00.000000000'), numpy.datetime64('2144-08-15T15:00:00.000000000'), numpy.datetime64('2144-03-31T17:30:00.000000000'), numpy.datetime64('2144-03-31T17:45:00.000000000'), numpy.datetime64('2144-03-31T18:00:00.000000000')]",
mimiciii,chartevents_9,storetime,timestamp without time zone,2096678.0,0.0,100.0,,,,"[numpy.datetime64('2144-08-15T15:15:00.000000000'), numpy.datetime64('2144-03-31T17:45:00.000000000'), numpy.datetime64('2144-03-31T18:01:00.000000000')]",
